KsiazkaId,Tytul,Autor,Opis,Kategoria,Opis_en
337,Brak tchu,George Orwell,"Powieść uznawana za najlepsze dzieło autora Folwarku zwierzęcego i Roku 1984, przełożona na kilkadziesiąt języków. Akcja rozgrywa się w Anglii, a bohater –gruby komiwojażer George Bowling, po nieoczekiwanym wygraniu na wyścigach pokaźnej kwoty, postanawia wyruszyć w sentymentalną podróż do Dolnego Binfield, miasteczka swojego dzieciństwa. Niestety, krajobraz się zmienił, a zamiast sielskiej brytyjskiej prowincji zastaje na miejscu ponurą rzeczywistość zbliżającej się wojny.",Literatura piękna,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 42 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
3052,Tully,Paullina Simons,"Wyzywająca buntowniczka. Zdradzona przyjaciółka. Namiętna kochanka prześladowana przez mężczyznę, którego dotyk jest potężniejszy niż jej ból. Bohaterka, której nie zapomnicie.  Znakomita powieść o namiętności i stracie, miłości i zdradzie, przyjaźni zdolnej przetrwać nawet śmierć i wyjątkowej kobiecie usiłującej odnaleźć w tym wszystkim sens.  Późne lata siedemdziesiąte na amerykańskiej prowincji. Tully Makker jest twardą nastolatką, której życie solidnie dało w kość. Przeżyła porzucenie przez ojca, molestowanie seksualne i przemoc ze strony najbliższych, wreszcie zdradę najbliższej przyjaciółki. Te bolesne zdarzenia pozostawiły blizny na jej nadgarstkach i te głębsze, w sercu. Kiedy z biegiem lat Tully ze zbuntowanej nastolatki zamienia się w stateczną kobietę, wydaje jej się, że wreszcie odzyskała kontrolę nad swoim losem. Nic bardziej mylnego…  Paullina Simons urodziła się w Leningradzie (1963) i jako dziesięciolatka wyemigrowała z rodziną do Stanów Zjednoczonych. Jest autorką wielu bestsellerowych powieści, z których największą sławę przyniosła jej saga o losach Tatiany i Aleksandra: Jeździec miedziany, Tatiana i Aleksander, Ogród Letni. Polecamy również Dzieci wolności i Bellagrand opisujące burzliwe dzieje rodziców Aleksandra,  a także sensacyjne powieści Jedenaście godzin i Czerwone liście.",Literatura piękna,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 41 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
273,Białe kłamstewka,Lesley Lokko,NA,Literatura piękna,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 41 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
539,Czerwone liście,Paullina Simons,"Pełna napięcia, klaustrofobiczna i wciągająca bez reszty. Kontynuacja serii sprzedanej w blisko milionie egzemplarzy.

Na terenie uniwersyteckiego kampusu w Nowej Anglii pod warstwą śniegu zostaje znalezione nagie, zamarznięte ciało pięknej studentki. Dlaczego nikt z jej znajomych nie zgłosił zaginięcia?

Spencer O'Malley, detektyw prowadzący śledztwo, szybko zostaje wciągnięty w niepokojący świat czwórki studentów: Jima, Connie, Alberta i Kristiny. O'Malley odkrywa, że przyjaciele, którzy wspólnie się bawili, studiowali i, od czasu do czasu, sypiali ze sobą, mieli własne sekrety, z plątaniny których zaczyna się wyłaniać szokująca prawda.

Paullina Simons urodziła się w Leningradzie (1963) i jako dziesięciolatka wyemigrowała z rodziną do Stanów Zjednoczonych. Jest autorką wielu bestsellerowych powieści, z których największą sławę przyniosła jej saga o losach Tatiany i Aleksandra: ""Jeździec miedziany"", ""Tatiana i Aleksander"", ""Ogród Letni"" oraz seria powieści kryminalnych: ""Jedenaście godzin"", ""Czerwone liście"" oraz ""Tully"". Ta ostatnia wkrótce ukaże się nakładem Świata Książki.",Literatura piękna,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 40 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
3583,Ziemia kobiet,Sandra Barneda,"Gala Marlborough wyrusza w podróż ze swoimi dwiema córkami, Kate i Adele, do osobliwej wsi w sercu Hiszpanii, położonej nieopodal Morza Śródziemnego. Planuje wypełnić w ten sposób ostatnią wolę krewnej, której nigdy nie poznała, a następnie jak najszybciej powrócić do swojego wygodnego życia w Nowym Jorku.

Nie wie jednak, że jej wizyta wprawi w ruch delikatną, ale dobrze naoliwioną maszynerię, dzięki której na jaw wyjdą dawne i od lat skrywane kłamstwa oraz rodzinne sekrety.

Ziemia kobiet to hipnotyzująca podróż do serca La Mugi, maleńkiej enklawy zarządzanej przez starszyznę mądrych kobiet, które świetnie zdają sobie sprawę z tego, że nawet najmniejsze ludzkie czyny mogą mieć daleko idące konsekwencje.",Literatura piękna,"
Gala Marlborough embarks on a journey with her two daughters, Kate and Adele, to a quaint village in the heart of Spain, nestled near the Mediterranean Sea, to fulfill the dying wish of a relative she never met, and then return to her comfortable life in New York as quickly as possible.
Little does she know that her visit will set in motion a delicate but well-oiled machinery that will bring to light old lies and family secrets that have been hidden for years.
Land of Women is a mesmerizing journey into the heart of La Mugi , a tiny enclave run by a group of wise women who are well aware that even the smallest human actions can have far-reaching consequences."
2700,Sonata z Auschwitz,Luize Valente,"W pewien październikowy dzień 1944 roku na terenie obozu zagłady Auschwitz przychodzi na świat dziewczynka o imieniu Haya. Niedługo potem młody niemiecki oficer komponuje dla niej sonatę.
Kilka dekad później Amália, Portugalka o niemieckich korzeniach, po raz pierwszy w życiu spotyka w Berlinie swoją niemal stuletnią prababkę i zaczyna odkrywać karty nazistowskiej przeszłości rodziny. Dowiaduje się, że jej dziadek, którego dawno uznano za zmarłego, być może żyje na drugim końcu świata, w Rio de Janeiro. Pod wpływem tego spotkania młoda kobieta wyrusza w podróż do Brazylii, by wyjaśnić rodzinne tajemnice, które na zawsze miały zostać nieodkryte.
W Rio de Janeiro poznaje parę ocalałych z Holocaustu Żydów, Adelę i Enocha, którzy przybliżają jej dramatyczne wydarzenia z czasów Zagłady oraz skomplikowane powojenne losy. Amália będzie musiała poskładać wszystkie elementy układanki, żeby dojść do prawdy. Tylko czy jest na nią gotowa?
Sonata z Auschwitz to powieść łącząca historię ze współczesnością i dwie przeplatające się i uzupełniające opowieści rodzinne, by ujawnić najlepsze, a także najbardziej okrutne oblicza ludzkości.
Książka zdobyła ogromną popularność w Brazylii i Portugalii, ukazała się również we Włoszech i Francji. Autorka, znana brazylijska pisarka specjalizująca się w powieściach historycznych, do swoich książek przeprowadza zwykle drobiazgową kwerendę, w związku z którą odwiedziła również Polskę. W naszym kraju mieszka również bratanek pisarki, kompozytor, który na potrzeby powieści skomponował sonatę „Für Haya"".",Literatura piękna,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
3381,Wybór opowiadań,Allan Edgar Poe,"Edycja limitowana z barwionymi kartkami.

Twórczość Edgara Allana Poego, amerykańskiego romantyka, zajmuje w kanonie literatury światowej szczególne miejsce. Jego prozatorskie utwory są świadectwem niedościgłej po dziś dzień wyobraźni sprzęgniętej z niesłychanie precyzyjnym, analitycznym intelektem. To prawdziwa mieszanka wybuchowa, która zniewala kolejne pokolenia czytelników.",Literatura piękna,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 39 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
3352,Wspomnienia z martwego domu (edycja kolekcjonerska),Fiodor Dostojewski,"Kolekcjonerska edycja z barwionymi brzegami

""Wspomnienia z martwego domu"" to wybitna, a zarazem najbardziej osobista powieść Fiodora Dostojewskiego, w której opisał on życie w syberyjskim więzieniu.

Pisarz m.in. za krytykę carskiej polityki został skazany na karę śmierci. Ostatecznie, car zmienił wyrok na więzienie i ciężkie roboty, a Dostojewski spędził cztery lata na katorżniczej pracy. Doświadczenia zebrane w tym okresie pozwoliły mu nakreślić poruszający obraz życia na zesłaniu.

Ustami bohatera, Aleksandra Pietrowicza Gorianczykowa, skazanego za zabójstwo żony, pisarz przekazał w powieści prawdę o więziennych warunkach – ciężkiej pracy, brutalności strażników, dramatycznej sytuacji więźniów, a także o skomplikowanych relacjach między nimi. Większość zesłańców pochodziła z chłopstwa, więc Gorianczykowa, który niegdyś był szlachcicem, otaczały wrogość i jeszcze głębsze osamotnienie niż pozostałych – co okazało się równie dojmujące jak wszechobecna przemoc i katorżnicza praca.",Literatura piękna,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 38 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1318,Królowa Margot (elegancka edycja),Aleksander Dumas,"Królowa Margot"" to powieść o miłości, intrygach i brutalnych wojnach religijnych, osadzona w pełnym napięć okresie francuskiej historii. 
Alexandre Dumas połączył w niej dynamiczne wydarzenia historyczne z emocjonującymi osobistymi dramatami, tworząc barwną i pełną napięcia opowieść o kobiecie uwikłanej w politykę, namiętność i zdradę",Literatura piękna,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 38 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1317,Królowa Margot (edycja kolekcjonerska),Aleksander Dumas,"Edycja limitowana z barwionymi kartkami.

Królowa Margot"" to powieść o miłości, intrygach i brutalnych wojnach religijnych, osadzona w pełnym napięć okresie francuskiej historii. Alexandre Dumas połączył w niej dynamiczne wydarzenia historyczne z emocjonującymi osobistymi dramatami, tworząc barwną i pełną napięcia opowieść o kobiecie uwikłanej w politykę, namiętność i zdradę",Literatura piękna,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 38 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2909,Święte grzechy,Nora Roberts,"Nora Roberts to prawdziwa królowa romansu. Jej powieści utrzymywały się na liście bestsellerów „New York Timesa"" w sumie przez 893 tygodnie, czyli około 16 lat. Co minutę na świecie sprzedaje się ponad 30 książek jej autorstwa!

„Grzechy są jej odpuszczone” – te słowa widnieją na kartkach pozostawionych przy ciałach młodych kobiet, ofiar seryjnego mordercy w sparaliżowanym strachem Waszyngtonie. Policjantowi z wydziału zabójstw pomaga w śledztwie Tess Court, która ma stworzyć portret psychologiczny sprawcy. Takie zlecenie to prawdziwe wyzwanie dla młodej lekarki psychiatry. Ale też śmiertelne ryzyko – Tess staje się następnym celem „Księdza”. Jakie są motywy szaleńca? Czy dwojgu ludzi uda się wygrać wyścig z czasem, zanim dopadnie on kolejną ofiarę?

Groźba i namiętność, pasja i zbrodnia przeobrażają się pod piórem Nory Roberts w elektryzujący sensacyjny suspens.

Nora Roberts – znana i ceniona autorka ponad 200 powieści, bestsellerów „New York Timesa"", które zostały przetłumaczone na kilkadziesiąt języków i sprzedały się w nakładzie ponad 400 milionów egzemplarzy na całym świecie. W Polsce ukazały się m.in. „Czarne Wzgórza”, „W samo południe”, „Poszukiwania”, „Trzy boginie”, „Błękitny dym”, „Lasy w płomieniach”, „Świadek”, „Ukryte skarby”, „Gorący lód”.",Literatura piękna,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 37 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2191,Plan na życie,Harmel Kristin,"Znalezienie miłości po raz pierwszy jest darem. Kiedy młoda wdowa Kate Waithman znajduje ją po raz drugi, zdaje sobie sprawę, jak wielkie miała szczęście.
Kate, muzykoterapeutka z Nowego Jorku, właśnie zaręczyła się z przystojnym, odnoszącym sukcesy mężczyzną. Otwiera się przed nią szansa na wspaniałe życie. Na przeszkodzie jednak stają dziwne, niespokojne sny o pierwszym mężu, które nagle zaczynają ją nawiedzać. W tych snach mąż Kate żyje, nie zginął dwanaście lat temu, a w dodatku mają córkę Hannah. Obrazy i uczucia są tak żywe, że Kate zastanawia się, co mogą oznaczać. Czy Patrick próbuje jej coś przekazać? A może po prostu ona boi się skorzystać z drugiej szansy na szczęście?
Powoli senny świat dostarcza Kate rozmaitych wskazówek. Gdy łączy je ze sobą, odkrywa nieoczekiwaną prawdę.

Zajmująca lektura, napisana w dobrym tempie i z czułością.
„Kirkus Revievs”

Kristin Harmel pisze z taką intuicją i sercem, że bohaterowie jej książek zostaną z wami na długo po zakończeniu lektury.
Emily Giffin, autorka bestsellerów „New York Timesa”

Kristin Harmel jest autorką powieści dla kobiet i dla młodzieży, które zostały przetłumaczone na wiele języków. W Polsce nakładem wydawnictwa Świat Książki ukazała się jej powieść Słodycz zapomnienia. Od 2000 roku pracuje jako dziennikarka dla magazynu „People”. Mieszka w Orlando na Florydzie.",Literatura piękna,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 37 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1402,Lata oczekiwania. Kroniki Cazaletów. Tom 2,Elizabeth Jane Howard,"Barwny portret życia brytyjskich wyższych sfer. Kolejna odsłona Sagi Cazaletów, obejmującej losy trzech pokoleń bogatej mieszczańskiej rodziny, której historię śledzimy od końca lat trzydziestych XX wieku – chwili, gdy znany dotąd świat, z jego tradycjami i przywilejami, zaczyna bezpowrotnie odchodzić w przeszłość.

Home Place, hrabstwo Sussex, 1939 rok. 
Beztroskie dni pełne dziecięcych zabaw, spacerów po plaży i rodzinnych posiłków dobiegły końca z chwilą, gdy na Wielką Brytanię padł cień wojny. Okna letniej rezydencji pozostają zaciemnione, a porcje jedzenia są coraz skromniejsze. W tym trudnym i ponurym czasie wkracza na scenę kolejne pokolenie Cazaletów.
Szesnastoletnia Louise – która uczęszcza do szkoły przygotowującej dobrze urodzone panienki do prowadzenia domu, bywa na londyńskich przyjęciach i skrycie marzy, by zostać wielką aktorką – musi zmierzyć się z trudną prawdą, że każde z jej rodziców prowadzi własne życie, ma swoje tajemnice, pasje i tęsknoty. Clary, aspirująca pisarka, dowiaduje się, że jej ukochany ojciec zaginął gdzieś na wybrzeżach Francji. A wrażliwa, obdarzona wyobraźnią Polly utknęła beznadziejnie w koszmarnej rzeczywistości – pozbawiona aspiracji, odcięta od wiadomości o stanie zdrowa matki, bombardowana nieustannie straszliwymi historiami o toczącej się tuż obok wojnie…

Idealna lektura dla wielbicieli rodzinnych sag historycznych, serialu „Downton Abbey”, powieści Juliana Fellowesa i wszystkiego, co do szpiku kości brytyjskie.

Na podstawie powieści powstał sześcioodcinkowy serial „The Cazalet”, zrealizowany przez telewizję BBC w gwiazdorskiej obsadzie aktorskiej.

Urocza i przejmująca – powieść, której nie można się oprzeć... którą należy się cieszyć i dzielić z innymi.
„The Times”
Saga rodzinna najlepszego gatunku... pozycja obowiązkowa dla wielbicieli rodzinnych powieści historycznych.
„Tatler”
Howard to jedna z tych pisarek, które nadają głęboki sens słowu „powieść”, otwierając swoją twórczością oczy i serca czytelników. 
Hilary Mantel, autorka powieści historycznych
Cazaletowie – oddani w ekscytującym trójwymiarze przez mistrzynię rzemiosła – zasłużyli na zaszczytne miejsce wśród wielkich powieściowych rodów.
„Sunday Telegraph”",Literatura piękna,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 36 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2047,Ostatnia zielona dolina. Ucieczka z Ukrainy ku wolności,Mark T. Sullivan,NA,Literatura piękna,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 36 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
3243,Wieczny mąż (edycja kolekcjonerska),Fiodor Dostojewski,"Kolekcjonerska edycja z barwionymi brzegami

Wnikliwa analiza ludzkich emocji, zdrady, poczucia winy oraz skomplikowanych relacji między bohaterami.

„Wieczny mąż"" to dzieło Fiodora Dostojewskiego, opublikowane w 1870 roku, które koncentruje się na psychologicznych i moralnych zmaganiach bohaterów. Opowiada historię złożonych relacji między dwoma mężczyznami: Aleksiejem Iwanowiczem Wielczaninowem i Pawłem Pawłowiczem Trusockim. Wielczaninow, samotny mężczyzna w średnim wieku, dowiaduje się, że Trusocki, jego dawny znajomy, przyjechał do miasta po śmierci swojej żony, Natalii. Z czasem Wielczaninow odkrywa, że był kochankiem Natalii, gdy była żoną Trusockiego, co komplikuje ich relacje. Trusocki, nazywany „wiecznym mężem"", uosabia typ mężczyzny, który zawsze podporządkowuje się silniejszym osobowościom, zwłaszcza kobietom. Kiedy odkrywa zdradę swojej żony, zamiast bezpośredniej konfrontacji, zaczyna prowadzić subtelną psychologiczną grę z Wielczaninowem, na przemian okazując mu przyjaźń i wrogość.",Literatura piękna,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 35 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1676,Może następnym razem,Cesca Major,"To tylko kolejny poniedziałek i Emma, zapracowana agentka literacka, wybiega rankiem z domu, nie zauważając, że jej ukochany mąż Dan wydaje się przybity, syn nie potrafi spojrzeć jej w oczy, a córka nie chce mieć z nią nic wspólnego. Nawet pies wygląda na przygnębionego.

Danowi nie podoba się, że Emma znowu zapomniała o ich rocznicy. W końcu po kolejnej kłótni mężczyzna bierze psa na spacer i niedługo później cały roztrzęsiony wpada pod samochód.

Następnego dnia Emma budzi się… i Dan żyje. 

I znowu zaczyna się poniedziałek.

A potem jeszcze raz dzieje się to samo.

I jeszcze raz.

Emma rozpaczliwie stara się zmienić przeznaczenie, dokonując małych zmian: przestaje wgapiać się w telefon, każe szefowej się odczepić, pamięta o mężu, rozmawia z dziećmi, odzywa się do dawnych przyjaciółek, upija się i robi szalone zakupy.

Tylko czy będzie potrafiła odnaleźć siebie na nowo w całym tym zamieszaniu? Czy przypomni sobie, za co lubiła swoją pracę oraz czy uda jej się porozumieć z dziećmi i pogodzić z Danem?

Poruszająca historia odpowiadająca na pytanie: Co by było, gdyby? oraz o tym, co we współczesnym świecie oznacza bycie kobietą.",Literatura piękna,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 35 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2583,Sherlock Holmes. Czytamy w oryginale,Arthur Conan Doyle,"Seria wydawnicza „czytamy w oryginale” zawiera adaptacje największych dzieł literatury światowej w wersji dwujęzycznej, przeznaczonej dla uczących się języka angielskiego. Śledząc losy bohaterów, możemy na bieżąco porównywać tekst angielski i polski.
Niniejszy tom zawiera adaptacje dwunastu kryminalnych opowiadań z Sherlockiem Holmesem – najsłynniejszym detektywem w historii literatury – w roli głównej.
Adaptacje zostały przygotowane z myślą o czytelnikach znających podstawy języka angielskiego, jednak dzięki obecności polskiego tłumaczenia z książki korzystać mogą również początkujący.",Literatura piękna,"
The publishing series ""reading in the original"" includes adaptations of the greatest works of world literature in a bilingual version, intended for learners of English. Following the fates of the characters, we can compare the English and Polish texts on an ongoing basis.
This volume contains adaptations of twelve crime stories starring Sherlock Holmes – the most famous detective in the history of literature –.
The adaptations have been prepared with readers who know the basics of English in mind, but thanks to the presence of a Polish translation, beginners can also benefit from the book."
3420,Wyśnione szczęście,Kristin Hannah,"Niezwykła powieść uwielbianej w świecie autorki bestsellerów „Słowik” oraz „Gdzie poniesie wiatr”.

Pełna ciepła opowieść, która podnosi na duchu i pozwala uwierzyć, że warto marzyć i szukać miłości.
Joy, zdradzona przez męża bibliotekarka z małego miasteczka, ma w perspektywie pierwsze od lat samotne Święta. W odruchu desperacji jedzie na lotnisko i wybiera daleki lot do nieznanej sobie miejscowości o nazwie Hope, ponieważ jak nigdy potrzebuje nadziei.
Nieoczekiwany bieg wypadków sprawi, że jej życie znajdzie się w niebezpieczeństwie, lecz i nabierze nowych barw i sensu...

Wielbiciele twórczości Kristin Hannah będą zachwyceni. „Publishers Weekly”",Literatura piękna," An extraordinary novel by the world-loved author of the bestsellers ""The Nightingale"" and ""Where the Wind Will Carry.""
A warm story that lifts your spirits and makes you believe that it's worth dreaming and looking for love.
Joy, a small-town librarian betrayed by her husband, is facing her first lonely Christmas in years. In desperation, she goes to the airport and takes a long flight to an unknown town called Hope , because she needs hope more than ever.
An unexpected turn of events will put her life in danger, but it will also take on new colors and meaning...
Kristin's work Hannah will be delighted. "" Publishers Weekly ”"
459,Cudowna moc miłości,Kristin Hannah,"Niezwykła powieść uwielbianej w świecie autorki „Słowika”.

Mikaela, piękna żona doktora Liama Campbella, matka dwojga dzieci, zapada w śpiączkę na skutek doznanego podczas jazdy konnej urazu głowy. Lekarze nie dają jej szans na przeżycie, ale mąż nie przyjmuje do wiadomości gorzkiej prawdy. Wierzy, że miłość potrafi dokonać cudu, gdy zawodzi medycyna. Dniem i nocą czuwa przy łóżku  żony, mówi do niej, robi wszystko, żeby tylko dotrzeć do podświadomości Mikaeli. Mijają tygodnie. 

Pewnego dnia chora kobieta drgnieniem powiek reaguje na imię swojego pierwszego męża, Juliana,  znanego gwiazdora. Liam, boleśnie zraniony, uświadamia sobie, że tylko tamten mężczyzna, prawdziwa miłość Mikaeli, może przywrócić ją do życia. 

Czy jednak Liam kocha żonę aż tak, 
że gotów jest ją nawet stracić i oddać innemu? 

„Powieść, która przyciąga serdecznością i szczerą, prawdziwą wizją małżeństwa.”
All About Romance",Literatura piękna,"
An extraordinary novel by the world-renowned author of ""The Nightingale.""
Mikaela, the beautiful wife of Dr. Liam Campbell, a mother of two children, falls into a coma as a result of a head injury she sustained while horseback riding. Doctors do not give her any chance of survival, but her husband does not accept the bitter truth. He believes that love can perform a miracle when medicine fails. Day and night, he watches over his wife's bed, talks to her, does everything to reach Mikaela's subconscious. Weeks pass.
One day, the sick woman reacts with a twitch of her eyelids to the name of her first husband, Julian, a famous star. Liam , painfully hurt, realizes that only that man, Mikaela's true love, can bring her back to life.
But does Liam love his wife so much that he is willing to lose her and give her to another?
""A novel that captivates with its warmth and its honest, true vision of marriage."" All About Romance"
1100,Jeden dzień (wydanie serialowe),David Nicholls,NA,Literatura piękna,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 48 MINUTES 34 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1737,Na domowym froncie,Kristin Hannah,"Ta powieść jest protestem przeciwko wysyłaniu amerykańskich żołnierzy na misje pokojowe, które w rzeczywistości o wiele więcej mają wspólnego z polityką niż z utrwalaniem pokoju. Kosztem jest śmierć wielu młodych ludzi i cierpienie ich rodzin. Wielu weteranów powraca z misji ciężko okaleczonych zarówno fizycznie jak i psychicznie. Hannah opisuje proces żołnierza cierpiącego na PTSD - Zespół Stresu Pourazowego. 
Młody człowiek skrzywiony przez przeżycia w Iraku zostaje skazany na wieloletnie więzienie za zabójstwo żony, nie doczekawszy się wcześniej psychologicznej pomocy ze strony władz wojskowych. A Jolene, główna bohaterka powieści, pilotka zestrzelonego helikoptera, po amputacji nogi ma problemy z odnalezieniem się w życiu, dodatkowo obwiniając się o śmierć przyjaciółki oraz Smitty'ego, dwudziestoletniego strzelca pokładowego z załogi jej helikoptera.",Literatura piękna,"
This novel is a protest against sending American soldiers on peacekeeping missions, which in reality have much more to do with politics than with consolidating peace. The cost is the death of many young people and the suffering of their families. Many veterans return from missions severely scarred both physically and mentally. Hannah describes the trial of a soldier suffering from PTSD - Post-traumatic Stress Disorder. A young man twisted by his experiences in Iraq is sentenced to many years in prison for the murder of his wife, without having previously received psychological help from the military authorities. And Jolene , the main character of the novel, a pilot of a downed helicopter, after amputating her leg, has problems finding her way in life, additionally blaming herself for the death of her friend and Smitty , a twenty-year-old gunner from the crew of her helicopter."
2659,Słodycz zapomnienia,Kristin Harmel,"Opowieść o miłości i wojnie, ludzkiej tragedii i woli przetrwania
Hope ma trzydzieści sześć lat, mieszka w niewielkim miasteczku letniskowym na Cape Code, od niedawna jest rozwódką, ma dwunastoletnią córkę Annie i prowadzi rodzinną cukiernię, którą założyła jej babcia Rose. Jednak z powodu wielu nieszczęśliwych sytuacji życiowych czuje się samotna, przegrana i stara. 
Pewnego wieczoru Rose, która przebywa w domu opieki, chwilowo odzyskuje pamięć i prosi wnuczkę, żeby dowiedziała się, co się stało z ich krewnymi mieszkającącymi we Francji, o których nigdy wcześniej nie wspominała. Spełniając życzenie babci, pozna dramatyczne losy swojej rodziny. Życie Hope zmieni się na zawsze.",Literatura piękna,"
A story about love and war, human tragedy and the will to survive.
Hope is thirty-six, lives in a small summer town on Cape Code , is recently divorced, has a twelve-year-old daughter, Annie, and runs the family bakery that her grandmother Rose started . But a series of unfortunate circumstances in her life have left her feeling lonely, defeated, and old.
One evening, Rose , who is in a nursing home, temporarily regains her memory and asks her granddaughter to find out what happened to their relatives living in France, whom she had never mentioned before. By fulfilling her grandmother's wish, she will learn the dramatic fate of her family. Hope's life will change forever."
